comment,star
免不了会有那么些文字，令自己鼻头发酸，眼眶发红．．．,4
79. 这本书也不是不好，只不过不是我的菜~~~~,3
一定要先书后电影。不然书就没法看了,4
无限扩展，有意思的数字游戏,5
解开你的红肚带，洒一床雪花白，普天下所有的水，都在你眼里荡开。,3
我第一次跟别人介绍斜杠青年的时候，对方总结到，哦，接私活都兴这么说了？,3
碎碎念，碎碎念，碎碎念，年轻真好~,4
早不出书晚不出书，股市亏成狗了你才出……,4
实用性很高。一本书道破天机，有点为武志红担心~哈哈。,5
看了不过忘记了 当时觉得很有道理 不过他还是没法解决 所以这样的提出只是隔靴搔痒  ,4
我觉得，肉腾腾照片旁小小的注释就是诗。,5
开篇尤其的好，只此一篇，就够了。,4
写了两篇读书笔记在博客,5
最喜欢的是前段，父母那部分。非常人的经历，扛过来真不易。,5
说了一些道理，但过分高估了一些东西，当然，或许是我的理解还太浅了吧~,4
“温一壶暖酒，在凉薄的世上行走。”,4
阿孟压抑的感情最后还是释放了，让人羡慕的青春,4
这算……鸡汤？？？,3
在一起，是自由选择的结果，是不断选择的结果。,3
这本书感觉有点刷新了我的三观，提供了很多新的思考问题的角度。,4
绝对值得反复体悟的好书……,5
我们能做什么,3
鸡汤一道,3
一颗星，都感觉给得有点高了诶~,1
"最后有点意思
",4
棒。,5
童年都是辛苦的，但都闪烁着快乐的微光。,3
已购,5
一个很厉害的标题，讲了大家基本都知道的道理，作者由此成为了一位很厉害的人，但是你却没有,3
小李飞刀成绝响，人世不见楚留香。,5
一个启蒙的书，不是很适合已经在路上的人～,2
是我长大了吗...为毛这类书一点都看不进...,1
看盗版电子书的问题是核心诡计摆在你面前你会以为是错别字。。,4
悬崖山庄翻新版,3
被牵着鼻子走啊。我最初也怀疑过她，但跟小说中的”我“一样，被波洛各种玩弄。,4
值得看第二遍,5
看完觉得中国学校教育简直是各类学习方法的优秀组合,2
【读书地点】三亚大小洞天旅游区。,5
因为这些热血的话语，我在努力变得更向上，更积极乐观。,5
有很多生活中遇到的问题，可以在这本书中找到答案，得到提示,5
生命里最重要的是什么一定要明白,4
同类书里比较boring的一本,3
非常有趣的科普书，可以用浪漫来形容。,5
终于啃完了 ,4
越早期的越灵,3
各种理论的东拼西凑。,1
语言干净到只留下诗意和哲学,5
不需要给家用，每年还有6000元压岁钱，怎么觉得有点不对劲的存钱方法呢！！！,3
每一个《伴我同行》般的故事，荒唐或天真，都是少年时珍贵的记忆。只是当时已惘然。,5
比起豆瓣文，感觉没那么有趣，一口气看下来不是那么有意思了,3
不是太明白，是指说梁先生最终没有出家是因为难抑自身的欲念麽？,3
我自己的书,5
读的时候挺有感觉，特别讲到感情不应单方面付出的时候。,4
要想成为安妮宝贝 陶立夏还有一段漫长的路要走,2
太温柔感动了。我以后也要给自己的小孩子这样拍～！,5
我也曾经得过抑郁症，比作者更严重的抑郁症…所以看到很多共鸣，又哭又笑。,3
平生，平民的一生。一个人的人生简单到用几千字就陈述出来了，真是平民的一生。,3
与十七岁的单车、阳光灿烂的日子、并称华语青春电影三大片！,5
俞老师的励志鸡血书,4
杨澜是一位见多识广的女性，有头脑，也有颜值。通过她的文字，可以看到很多精彩的想法。,4
讲得挺实在的。,3
非常值得初入职场、大学就业、初入大学的人来阅读。,4
电影事件（第二本稍微一般吧）,4
这书很没意思。,2
只会玩反转,2
我特么当年怎么会买这样一本书。。。,3
这他妈也能出版，fuck!,1
话说欧美的小概率事件一般不能相信，日系的反而喜欢用来糊弄人，80,4
2016.04 每一句话都在打我的脸！,5
五星给写作。如果是装帧编排，给三星半。,5
大裂前面的几篇几近无聊，大裂还行，大裂后面的几篇稍微有点意思。此书严重过誉。,3
年轻时候的符号吧,4
很多概念在susan的公众号里已经提及了,4
毕生心愿之一，便是娶到优质台湾正妹！,5
主要自述了其一路经历及思想转变～～书很薄 不过也是大家之作,3
很好的心理学入门,4
如果你听过心理学喜欢追溯童年，觉得很扯，那么可以通过这本书了解一下，家庭如何影响儿童的。,5
自以为是的深刻才是最耻辱的笑话一个。,1
看完只想沉默，但应该会写书评。绿妖对自己的形容是：又没钱，人又傻，我觉得我也是。,5
女性楷模,4
很好,5
因为有平生的故事，所以我们也很温暖，这是他们的一生呀。,4
这种得要有一定经历的人去看才适合，不然都觉得是鸡汤和大道理罢了。,4
大气优雅，喜欢杨澜的文笔。,5
都忘了啥时候看完的了，全书最核心的观点就一个，一定要借助外力，一个人打拼的时代已经过去了！,4
"疯而不狂，活出真我。
书要自己读，路要自己走。看了你的故事我还是得学着怎样过好我的人生。",5
矛盾交织,4
烂尾了，读了一半，前半部分的沟通分析还是挺不错的。后面的看不懂了,4
干货有，但密度不高。文笔一般。同样有“选定观点然后找例子”的问题。部分有点鸡汤。,3
听过很多道理，依然过不好这一生。,3
群益堂的版本……我不推荐啊,5
算是BOSS的家伙是被老鼠药毒死的,2
故事还给你，眼泪我自己收好了,4
以前看兄弟连的时候，看到战场上一大兵居然在看这本书。我想那个时刻他一定会忘记了硝烟和枪声。,5
阿婆的流水线作品都秒杀某些人的呕心沥血之作,4
世界上没有不可解释之事，特别是当牵扯到人性之时。,5
死亡意味着重生 http://www.douban.com/note/195576317/,5
前五十页值得一瞄 大概是因为文化不同 后面许多内容的点很奇怪,2
积极向上，满满正能量，现实而犀利、清新而治愈的文字,5
万物蓬勃，又到了读书的季节，蛮不错的一本，推荐给大家！！！,5
关于灵修，暂时最推荐这本书。,5
年轻人可以看看另外一种对人生的思考，类似的还有《活法》,4
先不评价,4
情绪拿捏有点...女性化？也是这本书不错的地方 构思就很一般了 装帧扣分,3
不太了解周云蓬，不是很喜欢这个风格的诗歌。,3
意识到当下阶段对书籍的需求是多读一些让自己更热爱生活、更会生活的书。,4
三句不离他爸爸,3
温柔、包容、倾听，才是真正可以改变人心的。看到作者从豆瓣连载到出书，也是很高兴的一件事啊。,4
三军可夺帅，匹夫不可夺志。,3
喜欢再袭面包店那一段和关于“感觉”的叙述~,4
还可以更深入一些,3
只有我觉得其实一般？！～囧～,3
不诚恳 又空洞 还要看她硬是把买二送一这种写成buy 2 for 3,2
恭喜肉叔终于出版了！诗一般的成长，诗一般的爱,5
很喜欢 ,4
一本以“自由”为理念的教育书，向着真、向着爱、向着善，向着明亮那方。,4
每个智慧的女人都会发光,5
"在热闹又安稳的春节里,人人都有良人与福地",5
再过两年就不敢看的书,5
心理传记,5
关注外在机遇，拥抱变化，顺势而为~  #天时·地利·人和#,5
应该不是古龙自己作品，标准老牌武侠，中规中矩，好在剧情紧凑，骂着娘看完，也还马马虎虎吧,3
读完知道了什么是断章取义。,3
这本书要是跟中国新婚姻法的条款一起配套着看可有意思了！,4
非常好,5
冬天鸡汤还是要喝一点的，尤其对于现在焦躁期的我,3
有时候超然世外，有时候又用力过猛。,4
卡耐基是怎么能靠这种没什么智慧的书影响那么多人的。。。,2
对成功学读物向来没什么好感,1
如果有孩子，我会让ta读这本书～,5
当真是悬念迭起。,5
我觉得是编的,3
略浅，缺少框架，适合应试学习。,2
值得多读几遍的书，大概是年纪大了，那些放不下的终究没有因为这本书而彻底释怀。,4
哆啦童鞋推荐的书---读读读，培养平和心态，不去操心他的事和上天的事,4
喜欢余华的《活着》远大于这个本。连着看了三本路遥，感觉不会再看了。。。,3
态度正确 说理恳切 排版很烂,4
想到两本书：《黑暗的速度》和《天狱と地国》,4
20171211，很久没体验的阅读快感，目前我也就这水准吧！,4
和老周擦肩而过。,4
啰嗦话比较多，内容部分有用。2017年又重看了一遍。,3
接纳自己，不畏将来，不恋过去。比起文字更喜欢立面的配图，,4
求同存异最重要的不是求同，而是存异。,4
与彭翼仲的关系值得关注,4
启发很大，引发我对心理学的兴趣。我用其中理论对自我进行了一番反省，不无道理。,5
略鸡汤，评分高得离谱,3
肉叔的图很好看，图说很有趣温情，书的设计挺简洁又不是童趣，喜欢！,5
还会重读,5
你好。,3
我们不是被刚强连接在一起的，而是被柔软连接在一起的。,4
有狼做对手，羊是不会有机会的。,4
平民的故事需要有人记录,5
"我喜欢这个标题，对的时间做对的事情，这句话就是这本书的精华了
",3
古龙的处女作，要是搁现在只会被摔在脸上……主角和女主角都是一朵奇葩……叫人又爱又恨。,2
淡淡的，很血腥也很温馨，古龙武侠总是很好的,4
典型的古龙式烂尾。。。,3
快餐书，帮我粗略地了解了一下古龙和他笔下的侠客们，表示没有很大兴趣,2
一次有意义的尝试,3
楚留香整体不如陆小凤,1
其实我是因为沈红叶才读的这本书，想看看阿飞的后人究竟是什么样的。结果刚出场就挂了！,3
唉~~怎么总是这样。。前面铺的梗后面都暴不出来,2
读完名侦探陆小凤，我又开始读名侦探楚留香了,3
人这一生，就是你身边人的平均值。想想这件事情，也就够了。,5
只有“一把手”才能领导，这是职场最大的误区和陷阱！,5
认识你真好啊，一本书，一个人都在帮助我成长。人生能为成长者，不出其三人以上。,5
第一次读好像是两年前，给了4星。再读我给六颗星。这是坦诚的好书。,5
我认为这种书看多了人会变得邪恶而不真诚。,3
好像没看全,4
下载。,2
盛名之下 其实难副,3
。。看的是这本。。反正都矫情,2
最伟大人性，向伟大的马普尔小姐致敬,4
超赞！！！改变了我的价值观 人生观 世界观：）,5
原来“放松”，“发呆”，“激活”在PR里面已经让我很心安理得了，没想到学习之道也是！,5
很简单却很实用的一本书，最短的时间告诉你一些简单的办法。,5
励志,4
拥抱真相，远离幻想,5
与《平凡的世界》相比，还是《人生》更有价值。,2
